"sample","taxon_id","presence","site"
"05_14","f__Zerconidae",0,5
"05_14","g__Achaeta",0,5
"05_14","g__Adineta",0,5
"05_14","g__Alaimus",0,5
"05_14","g__Allodorylaimus",0,5
"05_14","g__Aphelenchoides",0,5
"05_14","g__Aporcelaimellus",0,5
"05_14","g__Astatumen",0,5
"05_14","g__Attheyella",0,5
"05_14","g__Baicalellia",0,5
"05_14","g__Bastiania",0,5
"05_14","g__Bertolanius",0,5
"05_14","g__Bryocamptus",0,5
"05_14","g__Bunonema",1,5
"05_14","g__Cephalenchus",0,5
"05_14","g__Cernosvitoviella",0,5
"05_14","g__Chaetonotus",0,5
"05_14","g__Choriorhabditis",0,5
"05_14","g__Chrysonema",0,5
"05_14","g__Clarkus",0,5
"05_14","g__Collotheca",0,5
"05_14","g__Coslenchus",0,5
"05_14","g__Crassolabium",0,5
"05_14","g__Criconema",0,5
"05_14","g__Cylindrolaimus",0,5
"05_14","g__Cyrthermannia",0,5
"05_14","g__Didymodactylos",0,5
"05_14","g__Diphascon",0,5
"05_14","g__Diplogasteroides",0,5
"05_14","g__Discotylenchus",0,5
"05_14","g__Ditylenchus",0,5
"05_14","g__Ecphyadophora",0,5
"05_14","g__Enchodelus",0,5
"05_14","g__Ethmolaimus",0,5
"05_14","g__Eudorylaimus",0,5
"05_14","g__Eumonhystera",0,5
"05_14","g__Euteratocephalus",0,5
"05_14","g__Filenchus",1,5
"05_14","g__Floscularia",0,5
"05_14","g__Foveacheles",0,5
"05_14","g__Friesea",1,5
"05_14","g__Geminoppia",0,5
"05_14","g__Geocentrophora",0,5
"05_14","g__Geomonhystera",0,5
"05_14","g__Haliplectus",0,5
"05_14","g__Helicotylenchus",1,5
"05_14","g__Hemienchytraeus",0,5
"05_14","g__Hermannia",0,5
"05_14","g__Heterolepidoderma",0,5
"05_14","g__Howardula",0,5
"05_14","g__Hypogastrura",0,5
"05_14","g__Ironus",0,5
"05_14","g__Isohypsibius",0,5
"05_14","g__Itunella",0,5
"05_14","g__Labidostomma",0,5
"05_14","g__Liochthonius",0,5
"05_14","g__Lumbricus",0,5
"05_14","g__Macrobiotus",0,5
"05_14","g__Malthodes",0,5
"05_14","g__Marionina",1,5
"05_14","g__Mesenchytraeus",0,5
"05_14","g__Mesobiotus",0,5
"05_14","g__Mesocriconema",1,5
"05_14","g__Mesocrista",1,5
"05_14","g__Metateratocephalus",1,5
"05_14","g__Microplana",0,5
"05_14","g__Mononchus",0,5
"05_14","g__Notholca",0,5
"05_14","g__Nothrus",0,5
"05_14","g__Nygolaimus",0,5
"05_14","g__Odontolaimus",0,5
"05_14","g__Onychiurus",0,5
"05_14","g__Oribatula",0,5
"05_14","g__Palaeacarus",0,5
"05_14","g__Paraphanolaimus",0,5
"05_14","g__Paravulvus",0,5
"05_14","g__Pergamasus",0,5
"05_14","g__Pheromermis",0,5
"05_14","g__Poecilochirus",0,5
"05_14","g__Prismatolaimus",1,5
"05_14","g__Pristionchus",0,5
"05_14","g__Prodesmodora",0,5
"05_14","g__Proleptonchus",0,5
"05_14","g__Protaphorura",0,5
"05_14","g__Rhabditophanes",0,5
"05_14","g__Rhabdolaimus",0,5
"05_14","g__Rotylenchus",0,5
"05_14","g__Sphaeronema",0,5
"05_14","g__Stenonchulus",0,5
"05_14","g__Theristus",0,5
"05_14","g__Trachytes",0,5
"05_14","g__Tripyla",0,5
"05_14","g__Tritegeus",0,5
"05_14","g__Tylencholaimus",0,5
"05_14","g__Tylolaimophorus",0,5
"05_14","g__Veigaia",1,5
"05_14","g__Zeatylenchus",0,5
"05_14","o__Bdelloida",0,5
"05_14","o__Psocodea",0,5
"05_14","o__Rhabdocoela",0,5
"05_14","o__Tricladida",0,5
"05_14","s__Achipteria coleoptrata",0,5
"05_14","s__Acrochordonoposthia conica",0,5
"05_14","s__Aglenchus agricola",0,5
"05_14","s__Aphelenchus avenae",0,5
"05_14","s__Arion ater",0,5
"05_14","s__Atopochthonius artiodactylus",0,5
"05_14","s__Basiria duplexa",0,5
"05_14","s__Buchholzia appendiculata",0,5
"05_14","s__Catenula turgida",1,5
"05_14","s__Cernosvitoviella aggtelekiensis",0,5
"05_14","s__Cernosvitoviella atrata",0,5
"05_14","s__Cernosvitoviella minor",0,5
"05_14","s__Dicyrtomina saundersi",0,5
"05_14","s__Enchodeloides signyensis",0,5
"05_14","s__Enchytraeus crypticus",0,5
"05_14","s__Filenchus misellus",0,5
"05_14","s__Folsomia candida",0,5
"05_14","s__Gnathorhynchus inermis",0,5
"05_14","s__Howardula phyllotretae",0,5
"05_14","s__Hrabeiella periglandulata",0,5
"05_14","s__Hypochthonius rufulus",0,5
"05_14","s__Hypsibius dujardini",0,5
"05_14","s__Ichthydium skandicum",0,5
"05_14","s__Isotomiella minor",0,5
"05_14","s__Lepidodermella intermedia",0,5
"05_14","s__Macrobiotus hufelandi",0,5
"05_14","s__Microdalyellia armigera",0,5
"05_14","s__Microplana fuscomaculosa",0,5
"05_14","s__Microplana kwiskea",0,5
"05_14","s__Microplana terrestris",0,5
"05_14","s__Naiadacarus arboricola",0,5
"05_14","s__Neanura muscorum",1,5
"05_14","s__Nemastoma bimaculatum",1,5
"05_14","s__Olisthanella truncula",0,5
"05_14","s__Oppiella nova",1,5
"05_14","s__Proteroiulus fuscus",0,5
"05_14","s__Pseudosinella alba",0,5
"05_14","s__Richtersius coronifer",0,5
"05_14","s__Sminthurides aquaticus",0,5
"05_14","s__Steganacarus magnus",0,5
"05_14","s__Steinernema affine",0,5
"05_14","s__Steinernema glaseri",0,5
"05_14","s__Styloplanella strongylostomoides",0,5
"05_14","s__Tectocepheus velatus",0,5
"05_14","s__Teratocephalus lirellus",1,5
"05_14","s__Teratocephalus terrestris",0,5
"05_14","s__Tomocerus minor",0,5
"05_14","s__Trachytes baloghi",0,5
"05_14","s__Tullbergia yosii",0,5
"05_14","s__Weberacantha beckeri",0,5
"05_14","s__Xenillus tegeocranus",0,5
"05_15","f__Achromadoridae",0,5
"05_15","f__Alycidae",0,5
"05_15","f__Anystidae",0,5
"05_15","f__Bdellidae",0,5
"05_15","f__Brachychthoniidae",1,5
"05_15","f__Candonidae",0,5
"05_15","f__Catenulidae",0,5
"05_15","f__Eniochthoniidae",0,5
"05_15","f__Eulohmanniidae",0,5
"05_15","f__Euphthiracaridae",1,5
"05_15","f__Eviphididae",0,5
"05_15","f__Halacaridae",0,5
"05_15","f__Hemileiidae",0,5
"05_15","f__Julidae",0,5
"05_15","f__Labidostommatidae",0,5
"05_15","f__Macrochelidae",0,5
"05_15","f__Oppiidae",0,5
"05_15","f__Paronellidae",1,5
"05_15","f__Rhagidiidae",0,5
"05_15","f__Stenostomidae",0,5
"05_15","f__Tomoceridae",0,5
"05_15","f__Tylenchidae",0,5
"05_15","f__Tylenchulidae",0,5
"05_15","f__Zerconidae",0,5
"05_15","g__Achaeta",0,5
"05_15","g__Adineta",0,5
"05_15","g__Alaimus",0,5
"05_15","g__Allodorylaimus",0,5
"05_15","g__Aphelenchoides",0,5
"05_15","g__Aporcelaimellus",0,5
"05_15","g__Astatumen",0,5
"05_15","g__Attheyella",0,5
"05_15","g__Baicalellia",0,5
"05_15","g__Bastiania",0,5
"05_15","g__Bertolanius",0,5
"05_15","g__Bryocamptus",0,5
"05_15","g__Bunonema",1,5
"05_15","g__Cephalenchus",0,5
"05_15","g__Cernosvitoviella",0,5
"05_15","g__Chaetonotus",0,5
"05_15","g__Choriorhabditis",0,5
"05_15","g__Chrysonema",0,5
"05_15","g__Clarkus",0,5
"05_15","g__Collotheca",0,5
"05_15","g__Coslenchus",0,5
"05_15","g__Crassolabium",0,5
"05_15","g__Criconema",0,5
"05_15","g__Cylindrolaimus",0,5
"05_15","g__Cyrthermannia",0,5
"05_15","g__Didymodactylos",0,5
"05_15","g__Diphascon",0,5
"05_15","g__Diplogasteroides",0,5
"05_15","g__Discotylenchus",0,5
"05_15","g__Ditylenchus",0,5
"05_15","g__Ecphyadophora",0,5
"05_15","g__Enchodelus",0,5
"05_15","g__Ethmolaimus",0,5
"05_15","g__Eudorylaimus",0,5
"05_15","g__Eumonhystera",1,5
"05_15","g__Euteratocephalus",0,5
"05_15","g__Filenchus",0,5
"05_15","g__Floscularia",0,5
"05_15","g__Foveacheles",0,5
"05_15","g__Friesea",0,5
"05_15","g__Geminoppia",0,5
"05_15","g__Geocentrophora",0,5
"05_15","g__Geomonhystera",0,5
"05_15","g__Haliplectus",0,5
"05_15","g__Helicotylenchus",0,5
"05_15","g__Hemienchytraeus",0,5
"05_15","g__Hermannia",0,5
"05_15","g__Heterolepidoderma",0,5
"05_15","g__Howardula",0,5
"05_15","g__Hypogastrura",0,5
"05_15","g__Ironus",0,5
"05_15","g__Isohypsibius",0,5
"05_15","g__Itunella",0,5
"05_15","g__Labidostomma",0,5
"05_15","g__Liochthonius",0,5
"05_15","g__Lumbricus",0,5
"05_15","g__Macrobiotus",0,5
"05_15","g__Malthodes",0,5
"05_15","g__Marionina",1,5
"05_15","g__Mesenchytraeus",0,5
"05_15","g__Mesobiotus",0,5
"05_15","g__Mesocriconema",0,5
"05_15","g__Mesocrista",0,5
"05_15","g__Metateratocephalus",1,5
"05_15","g__Microplana",0,5
"05_15","g__Mononchus",0,5
"05_15","g__Notholca",0,5
"05_15","g__Nothrus",0,5
"05_15","g__Nygolaimus",0,5
"05_15","g__Odontolaimus",0,5
"05_15","g__Onychiurus",1,5
"05_15","g__Oribatula",0,5
"05_15","g__Palaeacarus",0,5
"05_15","g__Paraphanolaimus",0,5
"05_15","g__Paravulvus",0,5
"05_15","g__Pergamasus",0,5
"05_15","g__Pheromermis",0,5
"05_15","g__Poecilochirus",0,5
"05_15","g__Prismatolaimus",1,5
"05_15","g__Pristionchus",0,5
"05_15","g__Prodesmodora",0,5
"05_15","g__Proleptonchus",0,5
"05_15","g__Protaphorura",0,5
"05_15","g__Rhabditophanes",0,5
"05_15","g__Rhabdolaimus",0,5
"05_15","g__Rotylenchus",0,5
"05_15","g__Sphaeronema",0,5
"05_15","g__Stenonchulus",0,5
"05_15","g__Theristus",0,5
"05_15","g__Trachytes",0,5
"05_15","g__Tripyla",0,5
"05_15","g__Tritegeus",0,5
"05_15","g__Tylencholaimus",0,5
"05_15","g__Tylolaimophorus",1,5
"05_15","g__Veigaia",0,5
"05_15","g__Zeatylenchus",0,5
"05_15","o__Bdelloida",1,5
"05_15","o__Psocodea",0,5
"05_15","o__Rhabdocoela",0,5
"05_15","o__Tricladida",1,5
"05_15","s__Achipteria coleoptrata",0,5
"05_15","s__Acrochordonoposthia conica",0,5
"05_15","s__Aglenchus agricola",0,5
"05_15","s__Aphelenchus avenae",0,5
"05_15","s__Arion ater",0,5
"05_15","s__Atopochthonius artiodactylus",0,5
"05_15","s__Basiria duplexa",0,5
"05_15","s__Buchholzia appendiculata",0,5
"05_15","s__Catenula turgida",0,5
"05_15","s__Cernosvitoviella aggtelekiensis",0,5
"05_15","s__Cernosvitoviella atrata",0,5
"05_15","s__Cernosvitoviella minor",0,5
"05_15","s__Dicyrtomina saundersi",0,5
"05_15","s__Enchodeloides signyensis",0,5
"05_15","s__Enchytraeus crypticus",0,5
"05_15","s__Filenchus misellus",0,5
"05_15","s__Folsomia candida",0,5
"05_15","s__Gnathorhynchus inermis",0,5
"05_15","s__Howardula phyllotretae",0,5
"05_15","s__Hrabeiella periglandulata",0,5
"05_15","s__Hypochthonius rufulus",0,5
"05_15","s__Hypsibius dujardini",0,5
"05_15","s__Ichthydium skandicum",0,5
"05_15","s__Isotomiella minor",0,5
"05_15","s__Lepidodermella intermedia",0,5
"05_15","s__Macrobiotus hufelandi",0,5
"05_15","s__Microdalyellia armigera",0,5
"05_15","s__Microplana fuscomaculosa",0,5
"05_15","s__Microplana kwiskea",0,5
"05_15","s__Microplana terrestris",0,5
"05_15","s__Naiadacarus arboricola",0,5
"05_15","s__Neanura muscorum",0,5
"05_15","s__Nemastoma bimaculatum",0,5
"05_15","s__Olisthanella truncula",0,5
"05_15","s__Oppiella nova",1,5
"05_15","s__Proteroiulus fuscus",1,5
"05_15","s__Pseudosinella alba",0,5
"05_15","s__Richtersius coronifer",0,5
"05_15","s__Sminthurides aquaticus",0,5
"05_15","s__Steganacarus magnus",0,5
"05_15","s__Steinernema affine",0,5
"05_15","s__Steinernema glaseri",0,5
"05_15","s__Styloplanella strongylostomoides",0,5
"05_15","s__Tectocepheus velatus",0,5
"05_15","s__Teratocephalus lirellus",0,5
"05_15","s__Teratocephalus terrestris",0,5
"05_15","s__Tomocerus minor",0,5
"05_15","s__Trachytes baloghi",0,5
"05_15","s__Tullbergia yosii",0,5
"05_15","s__Weberacantha beckeri",1,5
"05_15","s__Xenillus tegeocranus",0,5
"05_16","f__Achromadoridae",0,5
"05_16","f__Alycidae",0,5
"05_16","f__Anystidae",0,5
"05_16","f__Bdellidae",0,5
"05_16","f__Brachychthoniidae",0,5
"05_16","f__Candonidae",0,5
"05_16","f__Catenulidae",0,5
"05_16","f__Eniochthoniidae",0,5
"05_16","f__Eulohmanniidae",0,5
"05_16","f__Euphthiracaridae",0,5
"05_16","f__Eviphididae",0,5
"05_16","f__Halacaridae",0,5
"05_16","f__Hemileiidae",0,5
"05_16","f__Julidae",1,5
"05_16","f__Labidostommatidae",0,5
"05_16","f__Macrochelidae",0,5
"05_16","f__Oppiidae",0,5
"05_16","f__Paronellidae",0,5
"05_16","f__Rhagidiidae",0,5
"05_16","f__Stenostomidae",0,5
"05_16","f__Tomoceridae",0,5
"05_16","f__Tylenchidae",1,5
"05_16","f__Tylenchulidae",0,5
"05_16","f__Zerconidae",0,5
"05_16","g__Achaeta",0,5
"05_16","g__Adineta",0,5
"05_16","g__Alaimus",0,5
"05_16","g__Allodorylaimus",0,5
"05_16","g__Aphelenchoides",1,5
"05_16","g__Aporcelaimellus",0,5
"05_16","g__Astatumen",0,5
"05_16","g__Attheyella",0,5
"05_16","g__Baicalellia",0,5
"05_16","g__Bastiania",0,5
"05_16","g__Bertolanius",0,5
"05_16","g__Bryocamptus",0,5
"05_16","g__Bunonema",1,5
"05_16","g__Cephalenchus",0,5
"05_16","g__Cernosvitoviella",0,5
"05_16","g__Chaetonotus",0,5
"05_16","g__Choriorhabditis",0,5
"05_16","g__Chrysonema",0,5
"05_16","g__Clarkus",0,5
"05_16","g__Collotheca",0,5
"05_16","g__Coslenchus",0,5
"05_16","g__Crassolabium",0,5
"05_16","g__Criconema",0,5
"05_16","g__Cylindrolaimus",0,5
"05_16","g__Cyrthermannia",0,5
"05_16","g__Didymodactylos",0,5
"05_16","g__Diphascon",0,5
"05_16","g__Diplogasteroides",0,5
"05_16","g__Discotylenchus",0,5
"05_16","g__Ditylenchus",0,5
"05_16","g__Ecphyadophora",0,5
"05_16","g__Enchodelus",0,5
"05_16","g__Ethmolaimus",0,5
"05_16","g__Eudorylaimus",1,5
"05_16","g__Eumonhystera",1,5
"05_16","g__Euteratocephalus",0,5
"05_16","g__Filenchus",0,5
"05_16","g__Floscularia",0,5
"05_16","g__Foveacheles",0,5
"05_16","g__Friesea",0,5
"05_16","g__Geminoppia",0,5
"05_16","g__Geocentrophora",0,5
"05_16","g__Geomonhystera",0,5
"05_16","g__Haliplectus",0,5
"05_16","g__Helicotylenchus",1,5
"05_16","g__Hemienchytraeus",0,5
"05_16","g__Hermannia",0,5
"05_16","g__Heterolepidoderma",0,5
"05_16","g__Howardula",0,5
"05_16","g__Hypogastrura",0,5
"05_16","g__Ironus",0,5
"05_16","g__Isohypsibius",0,5
"05_16","g__Itunella",0,5
"05_16","g__Labidostomma",0,5
"05_16","g__Liochthonius",0,5
"05_16","g__Lumbricus",0,5
"05_16","g__Macrobiotus",0,5
"05_16","g__Malthodes",0,5
"05_16","g__Marionina",1,5
"05_16","g__Mesenchytraeus",0,5
"05_16","g__Mesobiotus",0,5
"05_16","g__Mesocriconema",0,5
"05_16","g__Mesocrista",0,5
"05_16","g__Metateratocephalus",1,5
"05_16","g__Microplana",0,5
"05_16","g__Mononchus",0,5
"05_16","g__Notholca",0,5
"05_16","g__Nothrus",0,5
"05_16","g__Nygolaimus",0,5
"05_16","g__Odontolaimus",0,5
"05_16","g__Onychiurus",0,5
"05_16","g__Oribatula",0,5
"05_16","g__Palaeacarus",0,5
"05_16","g__Paraphanolaimus",0,5
"05_16","g__Paravulvus",0,5
"05_16","g__Pergamasus",0,5
"05_16","g__Pheromermis",0,5
"05_16","g__Poecilochirus",0,5
"05_16","g__Prismatolaimus",1,5
"05_16","g__Pristionchus",0,5
"05_16","g__Prodesmodora",0,5
"05_16","g__Proleptonchus",0,5
"05_16","g__Protaphorura",0,5
"05_16","g__Rhabditophanes",0,5
"05_16","g__Rhabdolaimus",0,5
"05_16","g__Rotylenchus",0,5
"05_16","g__Sphaeronema",0,5
"05_16","g__Stenonchulus",0,5
"05_16","g__Theristus",0,5
"05_16","g__Trachytes",0,5
"05_16","g__Tripyla",0,5
"05_16","g__Tritegeus",0,5
"05_16","g__Tylencholaimus",0,5
"05_16","g__Tylolaimophorus",0,5
"05_16","g__Veigaia",0,5
"05_16","g__Zeatylenchus",0,5
"05_16","o__Bdelloida",1,5
"05_16","o__Psocodea",0,5
"05_16","o__Rhabdocoela",0,5
"05_16","o__Tricladida",0,5
"05_16","s__Achipteria coleoptrata",0,5
"05_16","s__Acrochordonoposthia conica",0,5
"05_16","s__Aglenchus agricola",0,5
"05_16","s__Aphelenchus avenae",0,5
"05_16","s__Arion ater",0,5
"05_16","s__Atopochthonius artiodactylus",0,5
"05_16","s__Basiria duplexa",0,5
"05_16","s__Buchholzia appendiculata",0,5
"05_16","s__Catenula turgida",1,5
"05_16","s__Cernosvitoviella aggtelekiensis",0,5
"05_16","s__Cernosvitoviella atrata",1,5
"05_16","s__Cernosvitoviella minor",0,5
"05_16","s__Dicyrtomina saundersi",0,5
"05_16","s__Enchodeloides signyensis",0,5
"05_16","s__Enchytraeus crypticus",0,5
"05_16","s__Filenchus misellus",0,5
"05_16","s__Folsomia candida",0,5
"05_16","s__Gnathorhynchus inermis",0,5
"05_16","s__Howardula phyllotretae",0,5
"05_16","s__Hrabeiella periglandulata",0,5
"05_16","s__Hypochthonius rufulus",0,5
"05_16","s__Hypsibius dujardini",0,5
"05_16","s__Ichthydium skandicum",0,5
"05_16","s__Isotomiella minor",0,5
"05_16","s__Lepidodermella intermedia",0,5
"05_16","s__Macrobiotus hufelandi",0,5
"05_16","s__Microdalyellia armigera",0,5
"05_16","s__Microplana fuscomaculosa",0,5
"05_16","s__Microplana kwiskea",0,5
"05_16","s__Microplana terrestris",0,5
"05_16","s__Naiadacarus arboricola",0,5
"05_16","s__Neanura muscorum",0,5
"05_16","s__Nemastoma bimaculatum",0,5
"05_16","s__Olisthanella truncula",0,5
"05_16","s__Oppiella nova",1,5
"05_16","s__Proteroiulus fuscus",0,5
"05_16","s__Pseudosinella alba",0,5
"05_16","s__Richtersius coronifer",0,5
"05_16","s__Sminthurides aquaticus",0,5
"05_16","s__Steganacarus magnus",0,5
"05_16","s__Steinernema affine",0,5
"05_16","s__Steinernema glaseri",0,5
"05_16","s__Styloplanella strongylostomoides",0,5
"05_16","s__Tectocepheus velatus",0,5
"05_16","s__Teratocephalus lirellus",0,5
"05_16","s__Teratocephalus terrestris",0,5
"05_16","s__Tomocerus minor",0,5
"05_16","s__Trachytes baloghi",0,5
"05_16","s__Tullbergia yosii",0,5
"05_16","s__Weberacantha beckeri",0,5
"05_16","s__Xenillus tegeocranus",0,5
"05_17","f__Achromadoridae",0,5
"05_17","f__Alycidae",0,5
"05_17","f__Anystidae",0,5
"05_17","f__Bdellidae",0,5
"05_17","f__Brachychthoniidae",0,5
"05_17","f__Candonidae",0,5
"05_17","f__Catenulidae",0,5
"05_17","f__Eniochthoniidae",0,5
"05_17","f__Eulohmanniidae",0,5
"05_17","f__Euphthiracaridae",0,5
"05_17","f__Eviphididae",0,5
"05_17","f__Halacaridae",0,5
"05_17","f__Hemileiidae",0,5
"05_17","f__Julidae",0,5
"05_17","f__Labidostommatidae",0,5
"05_17","f__Macrochelidae",0,5
"05_17","f__Oppiidae",0,5
"05_17","f__Paronellidae",0,5
"05_17","f__Rhagidiidae",0,5
"05_17","f__Stenostomidae",0,5
"05_17","f__Tomoceridae",0,5
"05_17","f__Tylenchidae",1,5
"05_17","f__Tylenchulidae",0,5
"05_17","f__Zerconidae",0,5
"05_17","g__Achaeta",0,5
"05_17","g__Adineta",0,5
"05_17","g__Alaimus",0,5
"05_17","g__Allodorylaimus",0,5
"05_17","g__Aphelenchoides",1,5
"05_17","g__Aporcelaimellus",0,5
"05_17","g__Astatumen",0,5
"05_17","g__Attheyella",0,5
"05_17","g__Baicalellia",0,5
"05_17","g__Bastiania",0,5
"05_17","g__Bertolanius",0,5
"05_17","g__Bryocamptus",0,5
"05_17","g__Bunonema",1,5
"05_17","g__Cephalenchus",0,5
"05_17","g__Cernosvitoviella",0,5
"05_17","g__Chaetonotus",0,5
"05_17","g__Choriorhabditis",0,5
"05_17","g__Chrysonema",0,5
"05_17","g__Clarkus",0,5
"05_17","g__Collotheca",0,5
"05_17","g__Coslenchus",0,5
"05_17","g__Crassolabium",0,5
"05_17","g__Criconema",0,5
"05_17","g__Cylindrolaimus",0,5
"05_17","g__Cyrthermannia",0,5
"05_17","g__Didymodactylos",0,5
"05_17","g__Diphascon",0,5
"05_17","g__Diplogasteroides",0,5
"05_17","g__Discotylenchus",0,5
"05_17","g__Ditylenchus",0,5
"05_17","g__Ecphyadophora",0,5
"05_17","g__Enchodelus",0,5
"05_17","g__Ethmolaimus",0,5
"05_17","g__Eudorylaimus",1,5
"05_17","g__Eumonhystera",1,5
"05_17","g__Euteratocephalus",0,5
"05_17","g__Filenchus",1,5
"05_17","g__Floscularia",0,5
"05_17","g__Foveacheles",0,5
"05_17","g__Friesea",0,5
"05_17","g__Geminoppia",0,5
"05_17","g__Geocentrophora",0,5
"05_17","g__Geomonhystera",0,5
"05_17","g__Haliplectus",0,5
"05_17","g__Helicotylenchus",0,5
"05_17","g__Hemienchytraeus",0,5
"05_17","g__Hermannia",0,5
"05_17","g__Heterolepidoderma",0,5
"05_17","g__Howardula",0,5
"05_17","g__Hypogastrura",0,5
"05_17","g__Ironus",0,5
"05_17","g__Isohypsibius",0,5
"05_17","g__Itunella",0,5
"05_17","g__Labidostomma",0,5
"05_17","g__Liochthonius",0,5
"05_17","g__Lumbricus",0,5
"05_17","g__Macrobiotus",0,5
"05_17","g__Malthodes",0,5
"05_17","g__Marionina",1,5
"05_17","g__Mesenchytraeus",0,5
"05_17","g__Mesobiotus",0,5
"05_17","g__Mesocriconema",0,5
"05_17","g__Mesocrista",0,5
"05_17","g__Metateratocephalus",1,5
"05_17","g__Microplana",0,5
"05_17","g__Mononchus",0,5
"05_17","g__Notholca",0,5
"05_17","g__Nothrus",0,5
"05_17","g__Nygolaimus",0,5
"05_17","g__Odontolaimus",0,5
"05_17","g__Onychiurus",0,5
"05_17","g__Oribatula",0,5
"05_17","g__Palaeacarus",0,5
"05_17","g__Paraphanolaimus",0,5
"05_17","g__Paravulvus",0,5
"05_17","g__Pergamasus",0,5
"05_17","g__Pheromermis",0,5
"05_17","g__Poecilochirus",0,5
"05_17","g__Prismatolaimus",1,5
"05_17","g__Pristionchus",0,5
"05_17","g__Prodesmodora",1,5
"05_17","g__Proleptonchus",0,5
"05_17","g__Protaphorura",0,5
"05_17","g__Rhabditophanes",0,5
"05_17","g__Rhabdolaimus",0,5
"05_17","g__Rotylenchus",0,5
"05_17","g__Sphaeronema",0,5
"05_17","g__Stenonchulus",0,5
"05_17","g__Theristus",0,5
"05_17","g__Trachytes",0,5
"05_17","g__Tripyla",0,5
"05_17","g__Tritegeus",0,5
"05_17","g__Tylencholaimus",0,5
"05_17","g__Tylolaimophorus",0,5
"05_17","g__Veigaia",1,5
"05_17","g__Zeatylenchus",0,5
"05_17","o__Bdelloida",1,5
"05_17","o__Psocodea",0,5
"05_17","o__Rhabdocoela",0,5
"05_17","o__Tricladida",0,5
"05_17","s__Achipteria coleoptrata",0,5
"05_17","s__Acrochordonoposthia conica",0,5
"05_17","s__Aglenchus agricola",0,5
"05_17","s__Aphelenchus avenae",0,5
"05_17","s__Arion ater",0,5
"05_17","s__Atopochthonius artiodactylus",0,5
"05_17","s__Basiria duplexa",0,5
"05_17","s__Buchholzia appendiculata",0,5
"05_17","s__Catenula turgida",0,5
"05_17","s__Cernosvitoviella aggtelekiensis",0,5
"05_17","s__Cernosvitoviella atrata",0,5
"05_17","s__Cernosvitoviella minor",0,5
"05_17","s__Dicyrtomina saundersi",0,5
"05_17","s__Enchodeloides signyensis",0,5
"05_17","s__Enchytraeus crypticus",0,5
"05_17","s__Filenchus misellus",0,5
"05_17","s__Folsomia candida",0,5
"05_17","s__Gnathorhynchus inermis",0,5
"05_17","s__Howardula phyllotretae",0,5
"05_17","s__Hrabeiella periglandulata",0,5
"05_17","s__Hypochthonius rufulus",0,5
"05_17","s__Hypsibius dujardini",0,5
"05_17","s__Ichthydium skandicum",0,5
"05_17","s__Isotomiella minor",0,5
"05_17","s__Lepidodermella intermedia",0,5
"05_17","s__Macrobiotus hufelandi",0,5
"05_17","s__Microdalyellia armigera",0,5
"05_17","s__Microplana fuscomaculosa",0,5
"05_17","s__Microplana kwiskea",0,5
"05_17","s__Microplana terrestris",0,5
"05_17","s__Naiadacarus arboricola",0,5
"05_17","s__Neanura muscorum",0,5
"05_17","s__Nemastoma bimaculatum",0,5
"05_17","s__Olisthanella truncula",0,5
"05_17","s__Oppiella nova",1,5
"05_17","s__Proteroiulus fuscus",0,5
"05_17","s__Pseudosinella alba",0,5
"05_17","s__Richtersius coronifer",0,5
"05_17","s__Sminthurides aquaticus",0,5
"05_17","s__Steganacarus magnus",0,5
"05_17","s__Steinernema affine",0,5
"05_17","s__Steinernema glaseri",0,5
"05_17","s__Styloplanella strongylostomoides",0,5
"05_17","s__Tectocepheus velatus",0,5
"05_17","s__Teratocephalus lirellus",1,5
"05_17","s__Teratocephalus terrestris",0,5
"05_17","s__Tomocerus minor",0,5
"05_17","s__Trachytes baloghi",0,5
"05_17","s__Tullbergia yosii",1,5
"05_17","s__Weberacantha beckeri",0,5
"05_17","s__Xenillus tegeocranus",0,5
"05_18","f__Achromadoridae",0,5
"05_18","f__Alycidae",0,5
"05_18","f__Anystidae",0,5
"05_18","f__Bdellidae",0,5
"05_18","f__Brachychthoniidae",0,5
"05_18","f__Candonidae",0,5
"05_18","f__Catenulidae",0,5
"05_18","f__Eniochthoniidae",0,5
"05_18","f__Eulohmanniidae",0,5
"05_18","f__Euphthiracaridae",0,5
"05_18","f__Eviphididae",0,5
"05_18","f__Halacaridae",0,5
"05_18","f__Hemileiidae",0,5
"05_18","f__Julidae",0,5
"05_18","f__Labidostommatidae",0,5
"05_18","f__Macrochelidae",1,5
